"regional";"municipio";"prestador_matricula";"prestador_nome";"ramo";"referencia";"remessa";"situacao";"valor_pagar";"observacoes"
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-02-01";2003416846;PAGPROC;0.00;
CORONEL FABRICIANO;IPATINGA;3415680;SERVICOS DE RADIOLOGIA SAO JUDAS TADEU LTDA;CLIN;"2025-01-01";2003218226;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-12-01";2003408136;EMREVISAO;4770.50;
CONTAGEM;BETIM;4120250;INSTITUTO FLORIANO PEIXOTO ODONTOLOGIA LTDA;CLINODON;"2023-12-01";2002858628;LIBPAGTO;80.19;
MURIAE;MURIAE;3284343;CENTRO DE REABILITACAO FISIOTERAPICA LTDA - ME;CLIN;"2022-01-01";2002391496;PAGPROC;191.16;
BELO HORIZONTE;BELO HORIZONTE;3070733;SANTA CASA DE MISERICORDIA DE BELO HORIZONTE;HOSP;"2025-12-01";2003353066;EMREVISAO;5594.92;
PONTE NOVA;PONTE NOVA;4058053;AILO ODONTOLOGIA LTDA;CONSULTODON;"2023-01-01";2002607412;PAGPROC;0.00;
POUSO ALEGRE;POUSO ALEGRE;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;HOSP;"2025-12-01";2003389818;EMREVISAO;214.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003408905;EMREVISAO;699.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-11-01";2003400668;PAGPROC;299.92;
BELO HORIZONTE;BELO HORIZONTE;3897367;SAO MARCOS SAUDE E MEDICINA DIAGNOSTICA SA;LABO;"2023-09-01";2002814304;LIBPAGTO;0.00;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-10-01";2003336139;EMREVISAO;0.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2024-08-01";2003428087;PAGPROC;530.40;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003409336;PAGPROC;3219.31;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2024-11-01";2003428293;PAGPROC;562.40;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2024-08-01";2003091299;EMREVISAO;0.00;
UBERLANDIA;ARAGUARI;3145269;SANTA CASA DE MISERICORDIA DE ARAGUARI;HOSP;"2025-11-01";2003432603;EMREVISAO;12364.32;
TEOFILO OTONI;TEOFILO OTONI;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;HOSP;"2025-09-01";2003335448;EMREVISAO;4507.74;
BELO HORIZONTE;BELO HORIZONTE;4375859;ASSOCIACAO MARIO PENNA;CLIN;"2025-11-01";2003340488;EMREVISAO;0.00;
ARAXA;ARAXA;2620401;ASSOCIACAO DE ASSISTENCIA SOCIAL DA SANTA CASA DE MISERICORDIA DE ARAXA;HOSP;"2025-10-01";2003333030;LIBPAGTO;22518.56;
PONTE NOVA;VICOSA;4060096;LABORATORIO DE ANALISES CLINICA HEMOLAB LTDA;LABO;"2023-08-01";2002772153;PAGPROC;0.00;
MONTES CLAROS;MONTES CLAROS;3149974;FUNDACAO DE SAUDE DILSON DE QUADROS GODINHO;HOSP;"2022-11-01";2002602061;PAGPROC;252.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-11-01";2003400594;PAGPROC;80.00;
CONTAGEM;CONTAGEM;3277185;IMOC INSTITUTO MINEIRO DE OLHOS CONTAGEM LTDA;HOSPD;"2024-10-01";2003136546;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-05-01";2003278174;EMREVISAO;0.00;
TEOFILO OTONI;TEOFILO OTONI;3108326;HOSPITAL PHILADELFIA LTDA;HOSP;"2024-03-01";2002929203;EMREVISAO;6007.86;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-12-01";2003366903;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;4375843;ASSOCIACAO DOS PROFISSIONAIS DE SAUDE DO HOSPITAL BELO HORIZONTE- APSHBH;HOSP;"2025-06-01";2003430227;PAGPROC;1108.15;
BELO HORIZONTE;BELO HORIZONTE;3070733;SANTA CASA DE MISERICORDIA DE BELO HORIZONTE;HOSP;"2025-11-01";2003423404;EMREVISAO;2711.39;
TEOFILO OTONI;TEOFILO OTONI;3108326;HOSPITAL PHILADELFIA LTDA;HOSP;"2023-02-01";2002627760;PAGPROC;7305.00;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-12-01";2003351494;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;3311386;CLIVER S/S;CLIN;"2025-11-01";2003346620;PAGPROC;8151.68;
PEDRO LEOPOLDO;RIBEIRAO DAS NEVES;4186555;ESPACO SORRISO E BEM ESTAR LTDA;CONSULTODON;"2023-11-01";2002824528;PAGPROC;30.00;
PONTE NOVA;PONTE NOVA;48922;FUNDACAO FILANTROPICA E BENEFICENTE DE SAUDE ARNALDO GAVAZZA FILHO;HOSP;"2025-12-01";2003392511;EMREVISAO;241.63;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-10-01";2003434460;PAGPROC;1580.84;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-03-01";2003220998;EMREVISAO;1676.03;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-12-01";2003397623;EMREVISAO;2359.57;
POUSO ALEGRE;POUSO ALEGRE;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;HOSP;"2025-10-01";2003420507;PAGPROC;49.28;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-02-01";2003416762;PAGPROC;0.00;
BRASILIA DE MINAS;PIRAPORA;2594339;GUALBERTO GOMES ANALISES CLINICAS SOCIEDADE SIMPLES;LABO;"2024-08-01";2003072248;EMREVISAO;0.00;
TEOFILO OTONI;ITAMBACURI;2627405;FISIOTERAPIA MIRANDA & BARBUDA LTDA;CLIN;"2024-04-01";2003006481;EMREVISAO;0.00;
MURIAE;MURIAE;4035842;KENNEDY LABORATORIO DE ANALISES CLINICAS LTDA;LABO;"2023-08-01";2002768057;PAGPROC;4037.60;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-08-01";2003290885;EMREVISAO;0.00;
TEOFILO OTONI;TEOFILO OTONI;3108326;HOSPITAL PHILADELFIA LTDA;HOSP;"2023-01-01";2002616139;PAGPROC;12291.49;
UBERLANDIA;ARAGUARI;3145269;SANTA CASA DE MISERICORDIA DE ARAGUARI;HOSP;"2025-10-01";2003414240;EMREVISAO;11777.96;
UBERLANDIA;MONTE CARMELO;4199886;CLINICA MONTEIRO & FRANCO LTDA;CONSULTODON;"2024-01-01";2003052088;LIBPAGTO;66.44;
BELO HORIZONTE;BELO HORIZONTE;3639093;CAPTAMED CUIDADOS CONTINUADOS LTDA;ATENDOM;"2024-08-01";2003244794;PAGPROC;18874.31;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-01-01";2003428304;PAGPROC;9882.93;
BELO HORIZONTE;BELO HORIZONTE;3766842;CLINICA ODONTOLOGICA CAMPOSTRINI E LEOPOLDO LTDA;CONSULTODON;"2024-09-01";2003104680;LIBPAGTO;627.92;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2024-08-01";2003080219;EMREVISAO;2336.45;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2024-12-01";2003428157;PAGPROC;20506.26;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-12-01";2003351680;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-12-01";2003408172;EMREVISAO;5209.62;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003422918;PAGPROC;7781.15;
UBERABA;UBERABA;4143683;SOCIEDADE INTEGRADA DE SAUDE ODONTOLOGICA LTDA;CLINODON;"2023-11-01";2002889626;LIBPAGTO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-12-01";2003353217;PAGPROC;4279.99;
MANHUACU;MANHUACU;4049584;LIVIA NACIF CHEQUER LOPES;CONSULTODON;"2024-05-01";2003021928;EMREVISAO;0.00;
POUSO ALEGRE;SANTA RITA DO SAPUCAI;3814842;FUNDACAO SANTARRITENSE DE SAUDE E ASSISTENCIA SOCIAL;HOSP;"2025-09-01";2003324936;EMREVISAO;67.04;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-01-01";2003198457;EMREVISAO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003422170;PAGPROC;7817.32;
ARAXA;ARAXA;3722813;CLINICA MEDICA DE ARAXA LTDA;CLIN;"2024-02-01";2002888621;LIBPAGTO;289.32;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2023-12-01";2002833541;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2024-09-01";2003084264;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-03-01";2003220144;EMREVISAO;0.00;
TEOFILO OTONI;TEOFILO OTONI;48929;ASSOCIACAO HOSPITALAR SANTA ROSALIA;HOSP;"2022-07-01";2002590341;EMREVISAO;50.40;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-12-01";2003412942;EMREVISAO;241.12;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-11-01";2003398723;EMREVISAO;2660.00;
ALMENARA;JEQUITINHONHA;4394542;LABORATORIO DE ANALISES CLINICAS LABVIDA SOCIEDADE UNIPESSOAL LTDA;LABO;"2025-08-01";2003314743;EMREVISAO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-09-01";2003426785;PAGPROC;0.00;
MONTES CLAROS;MONTES CLAROS;3889199;IRMANDADE NOSSA SENHORA DAS MERCES DE MONTES CLAROS;HOSP;"2025-12-01";2003403005;PAGPROC;124.65;
OLIVEIRA;OLIVEIRA;48820;IRMANDADE DA SANTA CASA DE MISERICORDIA DE OLIVEIRA;HOSP;"2025-12-01";2003427495;EMREVISAO;22377.60;
ITUIUTABA;ITUIUTABA;3330346;HOSPITAL NOSSA SENHORA D'ABADIA LTDA;HOSP;"2023-10-01";2002794198;PAGPROC;0.00;
POUSO ALEGRE;EXTREMA;48323;HOSPITAL MATERNIDADE SAO LUCAS DE EXTREMA LTDA;HOSP;"2025-04-01";2003251173;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;3070733;SANTA CASA DE MISERICORDIA DE BELO HORIZONTE;HOSP;"2025-11-01";2003424720;EMREVISAO;0.00;
PASSOS;PASSOS;3607063;CLINICA OTORRINO DR. ROBERTO PEREIRA SOARES MAIA S/S;CLIN;"2025-03-01";2003237475;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-04-01";2003248207;EMREVISAO;0.00;
UBERLANDIA;ARAGUARI;3145269;SANTA CASA DE MISERICORDIA DE ARAGUARI;HOSP;"2025-10-01";2003418560;EMREVISAO;0.00;
ARAXA;ARAXA;2620401;ASSOCIACAO DE ASSISTENCIA SOCIAL DA SANTA CASA DE MISERICORDIA DE ARAXA;HOSP;"2025-10-01";2003350520;LIBPAGTO;1785.68;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-10-01";2003430246;PAGPROC;17073.36;
UBERABA;UBERABA;3869297;SOCIEDADE EDUCACIONAL UBERABENSE;HOSP;"2025-12-01";2003423016;PAGPROC;394.12;
TEOFILO OTONI;TEOFILO OTONI;48929;ASSOCIACAO HOSPITALAR SANTA ROSALIA;HOSP;"2025-11-01";2003423532;EMREVISAO;158.31;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-01-01";2003200928;EMREVISAO;0.00;
ALMENARA;ITAOBIM;3163791;BIO ANALISES LABORATORIO DE ANALISES CLINICAS LTDA;LABO;"2024-08-01";2003075792;LIBPAGTO;2975.29;
POUSO ALEGRE;PARAISOPOLIS;3011117;HOSPITAL FREI CAETANO E MATERNIDADE SANTA TEREZA;HOSP;"2024-10-01";2003137175;LIBPAGTO;21.86;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-11-01";2003399441;PAGPROC;779.74;
BELO HORIZONTE;BELO HORIZONTE;4375859;ASSOCIACAO MARIO PENNA;CLIN;"2025-11-01";2003352758;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-04-01";2003237040;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-09-01";2003308439;EMREVISAO;0.00;
TEOFILO OTONI;TEOFILO OTONI;3108326;HOSPITAL PHILADELFIA LTDA;HOSP;"2023-07-01";2002756657;PAGPROC;31460.26;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-12-01";2003351682;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-11-01";2003401417;EMREVISAO;4428.50;
SAO JOAO DEL REI;SAO JOAO DEL REI;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;HOSP;"2025-11-01";2003348853;EMREVISAO;67.04;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-11-01";2003384440;PAGPROC;8033.03;
JUIZ DE FORA;JUIZ DE FORA;48695;CENTRO DE DIAGNOSTICO CLAUDIO RAMOS LTDA;CLIN;"2024-06-01";2003031560;PAGPROC;26861.45;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003423545;PAGPROC;0.00;
MONTES CLAROS;GRAO MOGOL;3728696;INSTITUTO MARQUES ROCHA LTDA;LABO;"2025-04-01";2003254337;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;4296344;SAO MARCOS - SAUDE E MEDICINA DIAGNOSTICA S/A;CLIN;"2024-10-01";2003141434;PAGPROC;0.00;
ALMENARA;ITAOBIM;2599024;HOSPITAL VALE DO JEQUITINHONHA;HOSP;"2025-12-01";2003360331;LIBPAGTO;501.87;
MANHUACU;MANHUACU;2733264;HOSPITAL CESAR LEITE;HOSP;"2025-08-01";2003313793;EMREVISAO;2450.31;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-04-01";2003237819;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2024-11-01";2003149781;EMREVISAO;0.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2024-06-01";2003428361;PAGPROC;0.00;
MONTES CLAROS;MONTES CLAROS;3473092;ODONTOLU CLINICA ODONTOLOGICA LTDA;CONSULTODON;"2024-04-01";2002944636;CADASTRO;0.00;
UBERLANDIA;ARAGUARI;3145269;SANTA CASA DE MISERICORDIA DE ARAGUARI;HOSP;"2025-12-01";2003432871;EMREVISAO;11089.87;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003408199;EMREVISAO;3949.76;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003402198;EMREVISAO;4499.74;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-12-01";2003353266;PAGPROC;7981.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2024-08-01";2003091295;EMREVISAO;196.14;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2024-04-01";2002972045;EMREVISAO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-05-01";2003417211;PAGPROC;31196.46;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-10-01";2003323861;PAGPROC;5427.75;
BELO HORIZONTE;BELO HORIZONTE;4375859;ASSOCIACAO MARIO PENNA;CLIN;"2025-10-01";2003332500;EMREVISAO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003423021;PAGPROC;7049.78;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-01-01";2003210147;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-10-01";2003396392;LIBPAGTO;33559.12;
PEDRO LEOPOLDO;SANTA LUZIA;4134327;JM CONSULTORIO E DIAGNOSTICO LTDA;CLIN;"2023-12-01";2002857500;LIBPAGTO;0.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003408670;EMREVISAO;51301.24;
POUSO ALEGRE;POUSO ALEGRE;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;HOSP;"2025-07-01";2003311858;LIBPAGTO;200.50;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-05-01";2003259853;EMREVISAO;0.00;
UBERABA;FRUTAL;3734194;LABORATORIO DE ANALISES CLINICAS MATRIZ LTDA;LABO;"2025-10-01";2003329676;PAGPROC;2980.98;
BELO HORIZONTE;BELO HORIZONTE;4296344;SAO MARCOS - SAUDE E MEDICINA DIAGNOSTICA S/A;CLIN;"2025-12-01";2003386981;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-04-01";2003239929;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-11-01";2003342194;EMREVISAO;0.00;
UBERLANDIA;ARAGUARI;3145269;SANTA CASA DE MISERICORDIA DE ARAGUARI;HOSP;"2025-06-01";2003358644;EMREVISAO;0.00;
GOVERNADOR VALADARES;GOVERNADOR VALADARES;3690179;ODONTOLOGIA SILVA & ROCHA LTDA;CONSULTODON;"2024-10-01";2003199542;PAGPROC;100.54;
UBERLANDIA;PATROCINIO;48108;IRMANDADE NOSSA SENHORA DO PATROCINIO;HOSP;"2025-08-01";2003386615;EMREVISAO;874.31;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-09-01";2003309579;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-09-01";2003316436;EMREVISAO;0.00;
ALMENARA;PEDRA AZUL;2608038;HOSPITAL ESTER FARIA DE ALMEIDA;HOSP;"2024-08-01";2003083269;EMREVISAO;504.00;
PASSOS;PASSOS;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;HOSP;"2024-03-01";2002928610;EMREVISAO;0.00;
PONTE NOVA;VICOSA;48205;CASA DE CARIDADE DE VICOSA HOSPITAL SAO SEBASTIAO;HOSP;"2025-12-01";2003411257;LIBPAGTO;4196.32;
BELO HORIZONTE;BELO HORIZONTE;4375859;ASSOCIACAO MARIO PENNA;CLIN;"2025-11-01";2003352751;EMREVISAO;0.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-11-01";2003405077;PAGPROC;209.60;
MONTES CLAROS;MONTES CLAROS;3889199;IRMANDADE NOSSA SENHORA DAS MERCES DE MONTES CLAROS;HOSP;"2025-12-01";2003399710;PAGPROC;684.72;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-03-01";2003220802;EMREVISAO;0.00;
MONTES CLAROS;MONTES CLAROS;3334292;TABOSA E GUEDES ANALISE CLINICA LTDA;LABO;"2025-09-01";2003323018;EMREVISAO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-09-01";2003321547;PAGPROC;2481.26;
PASSOS;CASSIA;2624592;INSTITUTO DE SAO VICENTE DE PAULO;HOSP;"2025-09-01";2003316988;EMREVISAO;0.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2024-09-01";2003428341;PAGPROC;62.00;
TEOFILO OTONI;TEOFILO OTONI;3108326;HOSPITAL PHILADELFIA LTDA;HOSP;"2023-01-01";2002631325;PAGPROC;5920.60;
MONTES CLAROS;MONTES CLAROS;3149974;FUNDACAO DE SAUDE DILSON DE QUADROS GODINHO;HOSP;"2022-11-01";2002602165;PAGPROC;25956.54;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-09-01";2003426945;PAGPROC;230.91;
POCOS DE CALDAS;POCOS DE CALDAS;3080020;HOSPITAL MATERNIDADE E PRONTO SOCORRO SANTA LUCIA LTDA;HOSP;"2025-04-01";2003258911;EMREVISAO;3563.43;
UBERLANDIA;UBERLANDIA;4041305;IMC- INSTITUTO MOREIRA CANONICI DE ODONTOLOGIA LTDA;CONSULTODON;"2022-11-01";2002592622;PAGPROC;0.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2024-04-01";2002953785;EMREVISAO;0.00;
POUSO ALEGRE;EXTREMA;48323;HOSPITAL MATERNIDADE SAO LUCAS DE EXTREMA LTDA;HOSP;"2025-04-01";2003285577;LIBPAGTO;414.13;
BELO HORIZONTE;BELO HORIZONTE;3992065;INSTITUTO HERMES PARDINI S/A;CLIN;"2025-10-01";2003337796;EMREVISAO;0.00;
PONTE NOVA;PONTE NOVA;48922;FUNDACAO FILANTROPICA E BENEFICENTE DE SAUDE ARNALDO GAVAZZA FILHO;HOSP;"2025-05-01";2003294186;LIBPAGTO;248.32;
ALMENARA;PEDRA AZUL;4041458;KARLA BRITO PORTO;CONSULTODON;"2023-05-01";2002777982;PAGPROC;0.00;
MONTES CLAROS;MONTES CLAROS;3149974;FUNDACAO DE SAUDE DILSON DE QUADROS GODINHO;HOSP;"2022-11-01";2002582203;PAGPROC;314.62;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-12-01";2003354868;EMREVISAO;2527.18;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-12-01";2003366869;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;3139615;AUDIOVOX SERVICOS FONOAUDIOLOGICOS LTDA;CLIN;"2022-12-01";2002611944;PAGPROC;84.00;
BELO HORIZONTE;BELO HORIZONTE;4129871;CONSULTORIO ODONTOLOGICO ORO FACIAL LTDA;CONSULTODON;"2025-12-01";2003418971;EMREVISAO;0.00;
MONTES CLAROS;GRAO MOGOL;3728696;INSTITUTO MARQUES ROCHA LTDA;LABO;"2025-06-01";2003289371;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-02-01";2003416870;PAGPROC;102.80;
PATOS DE MINAS;PATOS DE MINAS;3822779;CORREA E CARDOSO LTDA;ATENDOM;"2025-08-01";2003352371;EMREVISAO;8237.78;
OLIVEIRA;OLIVEIRA;48820;IRMANDADE DA SANTA CASA DE MISERICORDIA DE OLIVEIRA;HOSP;"2025-12-01";2003427613;EMREVISAO;1209.89;
UBERLANDIA;ARAGUARI;3145269;SANTA CASA DE MISERICORDIA DE ARAGUARI;HOSP;"2025-11-01";2003432808;EMREVISAO;7824.00;
BELO HORIZONTE;BELO HORIZONTE;4375859;ASSOCIACAO MARIO PENNA;CLIN;"2025-11-01";2003367706;EMREVISAO;0.00;
UBERLANDIA;ARAGUARI;3145269;SANTA CASA DE MISERICORDIA DE ARAGUARI;HOSP;"2022-12-01";2002599665;LIBPAGTO;0.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-04-01";2003239947;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-09-01";2003309306;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-06-01";2003270314;EMREVISAO;0.00;
POCOS DE CALDAS;POCOS DE CALDAS;3080020;HOSPITAL MATERNIDADE E PRONTO SOCORRO SANTA LUCIA LTDA;HOSP;"2025-12-01";2003384142;EMREVISAO;444.35;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-12-01";2003355848;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;3070733;SANTA CASA DE MISERICORDIA DE BELO HORIZONTE;HOSP;"2025-11-01";2003367528;EMREVISAO;32938.41;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-10-01";2003423657;PAGPROC;0.00;
PATOS DE MINAS;PATOS DE MINAS;3822779;CORREA E CARDOSO LTDA;ATENDOM;"2025-11-01";2003424203;EMREVISAO;0.00;
POUSO ALEGRE;EXTREMA;48323;HOSPITAL MATERNIDADE SAO LUCAS DE EXTREMA LTDA;HOSP;"2022-08-01";2002592673;LIBPAGTO;50.40;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-04-01";2003297160;EMREVISAO;0.00;
ITUIUTABA;ITUIUTABA;3330346;HOSPITAL NOSSA SENHORA D'ABADIA LTDA;HOSP;"2025-12-01";2003423262;EMREVISAO;1568.37;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003428970;PAGPROC;30116.65;
